_id,productTitle,productPrice,productUrl,paginationUrl,productImage,shop,__v,createdAt,updatedAt
65dee07bdb60e39590030621,Farmdale Lactose Free Low Fat UHT Milk 1L,1.59,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/farmdale-lactose-free-low-fat-uht-milk-1l/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,,Aldi,0,2024-02-28T07:27:55.359Z,2024-02-28T07:27:55.359Z
65dee07bdb60e39590030620,Farmdale Lactose Free UHT Milk 1L,1.59,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/farmdale-lactose-free-uht-milk-1l/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,,Aldi,0,2024-02-28T07:27:55.359Z,2024-02-28T07:27:55.359Z
65dee07bdb60e3959003061d,Farmdale Skim Milk UHT 1L,1.59,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/farmdale-skim-milk-uht-1l/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,,Aldi,0,2024-02-28T07:27:55.359Z,2024-02-28T07:27:55.359Z
65dee07bdb60e3959003061f,Farmdale Skim Milk UHT 2L,3.09,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/farmdale-skim-milk-uht-2l/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/6/d/csm_1000855_ALN-10_1x1_Q1_WEB-AUDIT_228x128_36_a4f4bae771.jpg,Aldi,0,2024-02-28T07:27:55.359Z,2024-02-28T07:27:55.359Z
65dee07bdb60e39590030683,Food Envy Chocolate Mousse 2 x 62g,2.49,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/food-envy-chocolate-mousse-2-x-62g/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/7/e/csm_ALN3248_Q1_WEB-AUDIT__DAIRY_EGGS__1x1_228x128_4_e39cb47ebd.jpg,Aldi,0,2024-02-28T07:27:55.366Z,2024-02-28T07:27:55.366Z
65dee07bdb60e39590030684,Food Envy Chocolate Mousse with Salted Caramel 2 x 62g,2.49,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/food-envy-chocolate-mousse-with-salted-caramel-2-x/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/1/b/csm_ALN3248_Q1_WEB-AUDIT__DAIRY_EGGS__1x1_228x128_5_414a6294b8.jpg,Aldi,0,2024-02-28T07:27:55.366Z,2024-02-28T07:27:55.366Z
65dee07bdb60e39590030685,Food Envy Crème Caramel 2 x 150g,2.99,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/food-envy-creme-caramel-2-x-150g-1/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/f/1/csm_ALN3248_Q1_WEB-AUDIT__DAIRY_EGGS__1x1_228x128_6_afa8574068.jpg,Aldi,0,2024-02-28T07:27:55.366Z,2024-02-28T07:27:55.366Z
65dee07bdb60e3959003068a,Food Envy Italian Family Desserts 500g,6.99,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/food-envy-italian-family-desserts-500g/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/6/7/csm_ALN3354_Q2-WEB-AUDIT_1x1_228x128_20_e179d3de73.jpg,Aldi,0,2024-02-28T07:27:55.367Z,2024-02-28T07:27:55.367Z
65dee07bdb60e39590030688,Food Envy Mini Dutch Pancakes 250g,3.99,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/food-envy-mini-dutch-pancakes-250g/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/3/7/csm_ALN3354_Q2-WEB-AUDIT_1x1_228x128_18_689098131d.jpg,Aldi,0,2024-02-28T07:27:55.367Z,2024-02-28T07:27:55.367Z
65dee07bdb60e39590030689,Food Envy Rice Pudding Vanilla Bean 2 x 170g,2.99,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/dairy-eggs-detail/ps/p/food-envy-rice-pudding-vanilla-bean-2-x-170g/,https://www.aldi.com.au/groceries/fresh-produce/dairy-eggs/,https://www.aldi.com.au/fileadmin/_processed_/f/c/csm_ALN3354_Q2-WEB-AUDIT_1x1_228x128_19_3224bd2e94.jpg,Aldi,0,2024-02-28T07:27:55.367Z,2024-02-28T07:27:55.367Z
